StockGuru scam: Court grants bail to IRS officer,Hindu Business Line,17 Feb 2014,http://www.thehindubusinessline.com/economy/stockguru-scam-court-grants-bail-to-irs-officer/article5699472.ece,A Delhi court on Monday granted bail to an IRS officer  arrested for allegedly accepting bribe from multi-crore StockGuru scam accused Ullas Prabhakar for ...
KWA to relax licensed plumber system,The Hindu,20 May 2014,http://www.thehindu.com/news/national/kerala/kwa-to-relax-licensed-plumber-system/article6028348.ece,He said there were allegations that the system compelled applicants to pay amounts of even Rs.20 000 for a connection as bribe and this had become a major ...
Report corrupt BMC officials: Anti Corruption Bureau,Mid-Day,15 Nov 2014,http://www.mid-day.com/articles/report-corrupt-bmc-officials-anti-corruption-bureau/15769187,President of PEATA  Manoj Dubal told sunday mid-day  “Corrupt officials seeking bribe is rampant in our line of work  but now  Dixit has give us the confidence to ...
Cubbon Park police inspector suspended,Deccan Herald,27 Oct 2014,http://www.deccanherald.com/content/438205/cubbon-park-police-inspector-suspended.html,Cops demand bribe On December 18  2013  four constables attached to Cubbon Park station - Vittal Kumar  Sudhakar  Kumar and Narasimharaju - forcibly took ...
New twist in GSK China bribery scandal: Sex video,Firstpost,29 Jun 2014,http://www.firstpost.com/business/corporate-business/new-twist-in-gsk-china-bribery-scandal-sex-video-2009009.html,In July 2013  Chinese police accused Britain's biggest drugmaker of transferring as much as 3 billion yuan ($482 million) through travel agencies to bribe ...
Syndicate Bank bribery case: Court dismisses bail pleas,Moneycontrol.com,21 Aug 2014,http://www.moneycontrol.com/news/business/syndicate-bank-bribery-case-court-dismisses-bail-pleas_1161523.html,Syndicate Bank bribery case: Court dismisses bail pleas. CBI had claimed to have recovered Rs 21 lakh in cash from Jain's residence besides gold worth Rs ...
Enforcement Directorate lodges case against Asaram Bapu,Daily News & Analysis,20 Mar 2014,http://www.dnaindia.com/india/report-enforcement-directorate-lodges-case-against-asaram-bapu-1970865,The case was lodged after the Surat police unearthed a conspiracy by his son Narayan Sai to pay a Rs 13-crore bribe to weaken their case four months ago  the ...
Mumbai: File related to bribery case recovered from NCP leader ...,Mid-Day,30 Oct 2014,http://www.mid-day.com/articles/mumbai-file-related-to-bribery-case-recovered-from-ncp-leader-suresh-dhas-residence/15726150,Days after a middleman  Vaibhav Andhale  was arrested outside the revenue department office at the World Trade Centre in Cuffe Parade for taking a bribe of ...
Brazil v France World Cup 1998  What Really Happened To ...,The Hard Tackle,27 Oct 2014,http://www.thehardtackle.com/2014/tht-classic-clashes-the-1998-world-cup-final-and-what-really-happened-to-ronaldo/,According to the source  Brazil was paid a figure of $23m (£15m) in bribes to help France win the trophy which in turn would satisfy the French and European ...
CBI unearths Sita cash trail,Calcutta Telegraph,1 Mar 2014,http://www.telegraphindia.com/1140302/jsp/frontpage/story_18036372.jsp,Ranchi  March 1: JMM MLA Sita Soren spent a huge chunk of the Rs 1.5-crore bribe she allegedly received from an Independent candidate in the 2012 Rajya ...
REVEALED: 'MS Dhoni and Suresh Raina had agreed to fix match ...,Daily Bhaskar,22 Feb 2014,http://daily.bhaskar.com/news/SPO-revealed-ms-dhoni-and-suresh-raina-had-agreed-to-fix-the-match-between-csk-and-r-4529709-NOR.html,During an investigation  an accused alleged that Sampath had taken Rs. 15 lakh bribe from some bookies on the promise that 'HE WOULD GET THEM OFF THE ...
Govt considers price control on medical devices,Business Standard,23 Sep 2014,http://www.business-standard.com/article/economy-policy/govt-mulls-price-control-on-medical-devices-114092200893_1.html,Sources in various government departments say private hospitals often bribe individual practitioners to refer patients for knee transplants  heart surgeries  etc.
Indian-American doctor gets 46 months in jail for bribery,India Today,24 Apr 2014,http://indiatoday.intoday.in/story/indian-american-radiologist-dr-ashok-kumar-babaria-jail-for-bribery/1/357444.html,Indian-American doctor gets 46 months in jail for bribery ... prison for overseeing a sprawling cash-for-patients scheme to bribe other doctors for testing referrals.
Six bills  twelve days,Indian Express,4 Feb 2014,http://indianexpress.com/article/opinion/columns/six-bills-twelve-days/,The parliamentary committees examining the citizen's charter bill and the prevention of bribery of foreign public officials bill have submitted their reports and now ...
Bihar sacks 95 corrupt officers  more to go,Business Standard,7 Feb 2014,http://www.business-standard.com/article/current-affairs/bihar-sacks-95-corrupt-officers-more-to-go-114020701003_1.html,In bribery cases  action against corrupt officers includes removal from service  Sinha said. He added that the government would also act against officials found to ...
Kerala govt says no evidence in corruption case against finance ...,Business Standard,19 Nov 2014,http://www.business-standard.com/article/politics/no-evidence-against-kerala-fm-k-m-mani-114111900640_1.html,Kerala government today took a stand before the state's high court that there is no clear evidence in the Rs 5 crore bribe charge leveled against the Finance ...
Mastermind of Syndicate Bank scam  owns six firms,Daily News & Analysis,18 Aug 2014,http://www.dnaindia.com/money/report-mastermind-of-syndicate-bank-scam-owns-six-firms-2011847,Pawan Bansal  the mastermind of the Syndicate Bank bribe-for-loan scandal  had established a network of companies over the years for his illegal operations.
Will a Wounded Girl Be Saved? U.S. Faces Agonizing Choices in ...,Wall Street Journal (India),11 Jul 2014,http://www.wsj.com/articles/will-a-wounded-girl-be-saved-u-s-faces-agonizing-choices-in-afghan-drawdown-1405117653,... when The Wall Street Journal reported that the National Military Hospital in Kabul was so riddled with corruption that patients had to bribe doctors and nurses.
