Bihar flood scam accused Gautam Goswami dies,Indian Express,6 Jan 2009,http://archive.indianexpress.com/news/bihar-flood-scam-accused-gautam-goswami-dies/407315/,Gautam Goswami  a 1991 batch IAS officer and winner of prestigious Time Magazine's "Young Asian Achiever Award" died of pancreatic cancer at a private ...
Now  an ambulance scam,Times of India,14 Dec 2009,http://timesofindia.indiatimes.com/india/Now-an-ambulance-scam/articleshow/5338126.cms,NEW DELHI: In a new twist to the alleged Rs 5 600-crore scam in giving away contracts for ambulance and emergency healthcare services to a private party in ...
IELTS scam kingpin arrested,Times of India,25 Oct 2009,http://timesofindia.indiatimes.com/city/ludhiana/IELTS-scam-kingpin-arrested/articleshow/5161020.cms,LUDHIANA: Police have arrested the kingpin of International English Language Testing System (IELTS) scam  that had come to light on July 6  2009  when they ...
PF scam accused Asthana dies under mysterious circumstances,Times of India,17 Oct 2009,http://timesofindia.indiatimes.com/city/lucknow/PF-scam-accused-Asthana-dies-under-mysterious-circumstances/articleshow/5134858.cms,LUCKNOW: The lone arrested accused and the key to the multi-crore provident fund (PF) scam  Ashutosh Asthana died at Dasna district jail in Ghaziabad of ...
All about the latest telecom spectrum scam,Rediff,27 Oct 2009,http://business.rediff.com/slide-show/2009/oct/28/slide-show-1-tech-latest-telecom-spectrum-scam.htm,Controversies continue to shroud India's telecom sector. The latest row -- termed as independent India's largest financial scam -- is centered on the allocation of ...
CBI finds Pinarayi guilty in Lavalin scam  moralistic CPM yet to act,Economic Times,21 Jan 2009,http://economictimes.indiatimes.com/news/politics-and-nation/cbi-finds-pinarayi-guilty-in-lavalin-scam-moralistic-cpm-yet-to-act/articleshow/4014521.cms,NEW DELHI: CPM s cultivated holier than thou image was blown to smithereens on Wednesday when the CBI implicated polit bureau member ...
CRPF IG among eight held for recruitment scam,Times of India,6 May 2009,http://timesofindia.indiatimes.com/india/CRPF-IG-among-eight-held-for-recruitment-scam/articleshow/4492620.cms,NEW DELHI: The CBI on Wednesday arrested eight persons  including an inspector general (IG) and a commandant of CRPF  in connection with a major ...
Vedic Village scam may unearth many skeletons,Business Standard,30 Aug 2009,http://www.business-standard.com/article/economy-policy/vedic-village-scam-may-unearth-many-skeletons-109083100047_1.html,The Vedic Village scandal is now threatening to snowball into a major land scam involving both the ruling CPI(M) and the Opposition TMC leaders  who were ...
2006 penny stock scam may touch Rs 10000cr,Times of India,3 May 2009,http://timesofindia.indiatimes.com/business/india-business/2006-penny-stock-scam-may-touch-Rs-10000cr/articleshow/4479822.cms,It's called the penny Stock scam. Penny stocks are shares of companies which have low market cap  but listed with the BSE. Nearly 25 such small companies ...
Addl engineer held in TDR scam,Times of India,15 Jun 2009,http://timesofindia.indiatimes.com/city/pune/Addl-engineer-held-in-TDR-scam/articleshow/4660432.cms,PUNE: The Pune Municipal Corporation's additional city engineer of Vivek Kharwadkar and retired assistant engineer Arun Joshi were arrested by the state ...
