18% rape cases false: Study,Times of India,29 Dec 2008,http://timesofindia.indiatimes.com/city/delhi/18-rape-cases-false-Study/articleshow/3910217.cms,NEW DELHI: A little less than 20% of sexual-assault cases reported in and around Delhi are false  shows a five-year study. In almost every fifth incident  or  ...
Zardari says ready to commit to no first use of nuclear weapons,Reuters India (blog),22 Nov 2008,http://blogs.reuters.com/pakistan/2008/11/22/zardari-says-ready-to-commit-to-no-first-use-of-nuclear-weapons/,Pakistan President Asif Ali Zardari says he would be ready to commit to a policy of no first use of nuclear weapons  in what would be a dramatic overturning of ...
Rane quits Maharashtra govt,Times of India,7 Aug 2008,http://timesofindia.indiatimes.com/india/Rane-quits-Maharashtra-govt/articleshow/3339498.cms,MUMBAI: Maharashtra's revenue minister Narayan Rane  who has had a running fight with Chief Minister Vilasrao Deshmukh  resigned from the state cabinet on ...
Cop to be reinstated after 15 yrs,Chandigarh Tribune,20 Jan 2008,http://www.tribuneindia.com/2008/20080121/delhi.htm,The Central Administrative Tribunal (CAT) has ordered the reinstatement of a Delhi Police constable 15 years after his dismissal  following his acquittal in a ...
Central Jail in Maharashtra gets ISO certification,Times of India,29 Jan 2008,http://timesofindia.indiatimes.com/india/Central-Jail-in-Maharashtra-gets-ISO-certification/articleshow/2736930.cms,AURANGABAD: The Central Jail at Harsul in Aurangabad has received ISO certificate for efficient upkeep of the prison and its management. The International ...
Lalu does some shayari  and plainspeak,Rediff,26 Feb 2008,http://www.rediff.com/money/2008/feb/27lalu.htm,The mere mention of the name of Lalu Prasad  India's irrepressible Railway Minister  sparks off either a smile  or a guffaw or a smirk (depending upon how you ...
IIMC to introduce OBC quota from current academic year,Times of India,5 Aug 2008,http://timesofindia.indiatimes.com/india/IIMC-to-introduce-OBC-quota-from-current-academic-year/articleshow/3331095.cms,NEW DELHI: Widening the quota ambit  the information and broadcasting ministry has introduced OBC reservation in Indian Institute of Mass Communication ...
When the shoe fits the pocket,Livemint,26 Jun 2008,http://www.livemint.com/Opinion/lR8GlsTD5vsbsbV8QuVc3J/When-the-shoe-fits-the-pocket.html,Should we refuse to buy into the great fashion footwear scam? Well  that's an individual decision. And I don't think that any absolute rules apply. Nobody is going ...
India to support Serbia's stand on Kosovo in UN,Times of India,21 Sep 2008,http://timesofindia.indiatimes.com/india/India-to-support-Serbias-stand-on-Kosovo-in-UN/articleshow/3510467.cms,NEW DELHI: India has pledged support to Serbia in the UN General Assembly next month over the issue of Kosovo's independence. In an interview to TOI  ...
Lalbaugcha Raja breaks religious barriers,Times of India,14 Sep 2008,http://timesofindia.indiatimes.com/city/mumbai/Lalbaugcha-Raja-breaks-religious-barriers/articleshow/3483594.cms,MUMBAI: Excited cries of Ala re ala  Raja Ala rent the air outside Byculla railway station on Sunday as Hindu and Muslim residents of the area came out in ...
108 may be national emergency helpline,Times of India,6 Jun 2008,http://timesofindia.indiatimes.com/india/108-may-be-national-emergency-helpline/articleshow/3108243.cms,NEW DELHI: The number 108 could soon become India's version of 911 — the number the US dials for an emergency. After negotiations for almost a year  ...
Mahavir Jayanti celebrations in Pune,Times of India,17 Apr 2008,http://timesofindia.indiatimes.com/city/pune/Mahavir-Jayanti-celebrations-in-Pune/articleshow/2960649.cms,'Serving humans is serving God ' said Bhagwan Mahavir  the revered Jain Saint. Diligently following his teachings and spreading his word far and wide are ...
Woman killed for resisting robbery,Chandigarh Tribune,17 Jan 2008,http://www.tribuneindia.com/2008/20080118/delhi.htm,A 20-year-old budding airhostess was stabbed and bludgeoned to death for resisting an alleged robbery attempt by her uncle's employee here Thursday  but the ...
Rowdy-sheeter arrested,Times of India,14 Jun 2008,http://timesofindia.indiatimes.com/city/hyderabad/Rowdy-sheeter-arrested/articleshow/3130248.cms,HYDERABAD: A wanted rowdy-sheeter Syed Javed was arrested by Commissioner's Task Force  West Zone on Saturday. Two daggers and one dummy ...
2 schoolgirls die as truck crashes into mobike,Chandigarh Tribune,4 Jul 2008,http://www.tribuneindia.com/2008/20080705/delhi.htm,Two teenage schoolgirls were killed and five people injured when a speeding truck allegedly hit a motor cycle and later crashed into a tractor trailer and a van ...
