Goa's fight against corruption,Oherald,1 Aug 2015,http://www.heraldgoa.in/Review/Goa%E2%80%99s-fight-against-corruption/91868.html,To follow up on Sunil's point  I think it is an insult to the intelligence of the Goan voter to say that they are also corrupt. I think they have been made to be corrupt.
Human Rights Foundation criticises Lionel Messi for visit to Gabon,Sportskeeda,3 Aug 2015,http://www.sportskeeda.com/football/human-rights-foundation-criticises-lionel-messi-visit-gabon,The organisation stated that Gabon has one of the most repressive and corrupt regimes in the world and Messi's visit to a nation that in spite of its vast resources ...
PM Modi slams Congress  says it has no right to talk about tolerance ...,Daily News & Analysis,2 Nov 2015,http://www.dnaindia.com/india/report-pm-modi-slams-congress-says-it-has-no-right-to-talk-about-tolerance-after-1984-anti-sikh-riots-2141213,The PM's remarks come ahead of a meeting between Congress chief Sonia Gandhi with President Pranab Mukherjee on Monday  where she is likely to raise ...
Senior Indian cleric to Saudi: Hand over hajj to Organization of ...,Ahlul Bayt News Agency (press release),26 Sep 2015,http://en.abna24.com/service/centeral-asia-subcontinent/archive/2015/09/26/712429/story.html,"Like Sunni Waqf Board  corrupt elements in the government would have also destroyed evidences of corruption in Shia Wakf Board but the pressure mounted ...
Jayameva Jayate,The Statesman (press release),26 May 2015,http://www.thestatesman.com/news/opinion/jayameva-jayate/65634.html,... observed  “Corruption is an enemy of the nation and tracking down corrupt public servants and punishing such persons is a necessary mandate of the PC Act  ...
India's Judicial Reforms: A Never-Ending Story,Swarajya,28 Jun 2015,http://swarajyamag.com/politics/indias-judicial-reforms-a-never-ending-story,The last few weeks have seen very interesting developments in the nation's apex court. Under the massive and elegant dome of the building in a corner of the ...
Cheat code,The Hindu,5 Dec 2015,http://www.thehindu.com/thread/sports/article7947997.ece,The three players and the agent were also charged with accepting corrupt payments and conspiracy to defraud bookmakers by the Crown Prosecution Service ...
Kolkata Mayor's Niece Has A Meltdown On Twitter After Allegations ...,Huffington Post India,26 May 2015,http://www.huffingtonpost.in/2015/05/26/kolkata-mayors-niece-has-a-meltdown-on-twitter-after-allegation/,@RishMCFC @TimesNow my dear ignorant person  she didnt say it was my fault. She said the cop is corrupt. — Debapriya Chatterjee (@chattydebby) May 26  ...
Delhi Police chief sends 3 officers on forced leave over corruption,India Today,7 May 2015,http://indiatoday.intoday.in/story/bassi-delhi-cops-forced-leave-over-corruption/1/436167.html,"The police commissioner had received information that a number of senior police officials are corrupt. Bassi is upset that the Delhi government-led ...
Modi government most anti-intellectual India has ever had ...,Daily News & Analysis,5 Dec 2015,http://www.dnaindia.com/india/report-modi-government-most-anti-intellectual-india-has-ever-had-ramachandra-guha-2152504,Another question...if there were more non-corrupt people in the previous govt then how much country would have developed. We can safely rule zero percent ...
Oscar nominated director says 'Leviathan' shows Russia's 'modern ...,Daily News & Analysis,6 Feb 2015,http://www.dnaindia.com/entertainment/report-oscar-nominated-director-says-leviathan-shows-russia-s-modern-taboos-2056454,... some of the country's modern taboos  portraying the doomed struggle of a man in Russia's far North against a greedy and corrupt local mayor while casting the ...
Top 5 'Jazbaa' reviews: What do critics have to say about Aishwarya ...,Daily News & Analysis,9 Oct 2015,http://www.dnaindia.com/entertainment/report-top-5-jazbaa-reviews-what-do-critics-have-to-say-about-aishwarya-rai-bachchan-s-comeback-film-2133148,Next  it is about how Irrfan Khan playing a corrupt cop-Yohaan- delivers entertaining dialogues (by veteran Kamlesh Pandey) like.. “Rights? Hindustan mein ...
A Three-Pronged Formula For Governing India,Swarajya,8 May 2015,http://swarajyamag.com/magazine/a-three-pronged-formula-for-governing-india,While landline technology was readily available and widely used all across the developed world  we were still at the mercy of the corrupt and inefficient Posts ...
Covert op on Dawood compromised by some Mumbai cops: RK Singh,India Today,23 Aug 2015,http://indiatoday.intoday.in/story/covert-op-on-dawood-compromised-by-some-mumbai-cops-rk-singh/1/460542.html,RK Singh revealed details of how corrupt elements of the Mumbai Police foiled a secret operation to take down Dawood. The operation was launched when Atal ...
'Thoongaavanam' review: This Kamal Haasan-Trisha starrer is more ...,Daily News & Analysis,10 Nov 2015,http://www.dnaindia.com/entertainment/review-thoongavanam-review-this-kamal-haasan-trisha-starrer-is-more-hollywood-than-kollywood-2144047,Is Diwakar a corrupt cop? What is Mallika really investigating? What's good: It's an action thriller that stays true to its genre and a good break from the regular ...
Assembly session begins today; law and order  Yadav Singh on ...,The Indian Express,13 Aug 2015,http://indianexpress.com/article/cities/lucknow/assembly-session-begins-today-law-and-order-yadav-singh-on-oppositions-mind/,Above all  it is trying to save corrupt officials like Yadav Singh. What business does the government have to try and stop a CBI probe against a corrupt official?”.
Hacking Team Gets Hacked: 5 Revelations From the Data Breach,NDTV,7 Jul 2015,http://gadgets.ndtv.com/internet/news/hacking-team-gets-hacked-5-revelations-from-the-data-breach-712407,Italy's surveillance software maker Hacking Team found itself in an embarrassing position on Sunday  after an anti-surveillance crusader  who goes by the name ...
